title,c_prod_bud,domestic_box_office,domestic_box_office_roi
The Whole Nine Yards,24000000,57262492.0,1.386
The Whole Ten Yards,30000000,16323969.0,-0.456
The Wicked Lady,8000000,589308.0,-0.926
The Widow of St. Pierre,13000000,3058380.0,-0.765
The Wild,80000000,37384046.0,-0.533
The Wild Bunch,6000000,509424.0,-0.915
The Wild Thornberrys Movie,25000000,40108697.0,0.604
The Wind That Shakes the Barley,8300000,1829142.0,-0.78
The Witch,3500000,25138705.0,6.182
The Wiz,24000000,13000000.0,-0.458
The Wizard of Oz,2777000,33711566.0,11.14
The Wolf of Wall Street,100000000,116900694.0,0.169
The Wolfman,150000000,62189884.0,-0.585
The Wolverine,115000000,132556852.0,0.153
The Woman in Black,15000000,54333290.0,2.622
The Women,16000000,26902075.0,0.681
The Wood,6000000,25059640.0,3.177
The Word,200000,3648.0,-0.982
The Words,6000000,11494838.0,0.916
The Work and the Glory,7500000,3347647.0,-0.554
The Work and the Glory: American Zion,6500000,2025032.0,-0.688
The Work and the Story,103000,16137.0,-0.843
The World is Not Enough,135000000,126930660.0,-0.06
The World's End,20000000,26004851.0,0.3
The World's Fastest Indian,25000000,5128124.0,-0.795
The Wrestler,6000000,26238243.0,3.373
The Wrong Man,1200000,2000000.0,0.667
The X Files: Fight the Future,66000000,83898313.0,0.271
The X-Files: I Want to Believe,35000000,20982478.0,-0.401
The Yards,20000000,882710.0,-0.956
The Yellow Handkerchief,15500000,318623.0,-0.979
The Young Messiah,16800000,6469813.0,-0.615
The Young Unknowns,800000,58163.0,-0.927
The Young Victoria,35000000,11001272.0,-0.686
The Young and Prodigious T.S. Spivet,33000000,176847.0,-0.995
There Be Dragons,36000000,1069334.0,-0.97
There Goes My Baby,10500000,125169.0,-0.988
There Will Be Blood,25000000,40222514.0,0.609
There's Something About Mary,22000000,176484651.0,7.022
They Came Together,3000000,0.0,-1.0
They Live,4000000,13000000.0,2.25
They Will Have to Kill Us First,600000,0.0,-1.0
Things We Lost in the Fire,16000000,3287315.0,-0.795
Things to Do in Denver when You're Dead,15000000,529766.0,-0.965
Think Like a Man,12000000,91547205.0,6.629
Think Like a Man Too,24000000,65028687.0,1.71
Thinner,14000000,15171475.0,0.084
Thirteen,2000000,4601043.0,1.301
Thirteen Conversations About One Thing,3000000,3287435.0,0.096
Thirteen Days,80000000,34566746.0,-0.568
Thirteen Ghosts,19000000,41867960.0,1.204
This Christmas,13000000,49121934.0,2.779
This Means War,65000000,54760791.0,-0.158
This Thing of Ours,2000000,37227.0,-0.981
This is 40,35000000,67544505.0,0.93
This is England,2380000,327919.0,-0.862
This is Where I Leave You,20000000,34296320.0,0.715
This is the End,32000000,101470202.0,2.171
Thomas and the Magic Railroad,19000000,15911332.0,-0.163
Thor,150000000,181030624.0,0.207
Thor: The Dark World,150000000,206362140.0,0.376
Thr3e,2400000,1008849.0,-0.58
Three Kingdoms: Resurrection of the Dragon,20000000,0.0,-1.0
Three Kings,48000000,60652036.0,0.264
Three to Tango,20000000,10570375.0,-0.471
Thumbsucker,4000000,1328679.0,-0.668
Thunder and the House of Magic,34000000,4091.0,-1.0
Thunderball,9000000,63600000.0,6.067
Thunderbirds,55000000,6768055.0,-0.877
Tian jiang xiong shi,65000000,74070.0,-0.999
Tim and Eric's Billion Dollar Movie,3000000,201436.0,-0.933
Timber Falls,2600000,0.0,-1.0
Time Bandits,12000000,37400000.0,2.117
Time Changer,825000,1500711.0,0.819
Time to Choose,3500000,29233.0,-0.992
Timecop,28000000,44853581.0,0.602
Timeline,80000000,19480739.0,-0.756
Tin Cup,45000000,53854588.0,0.197
Tinker Tailor Soldier Spy,21000000,24149393.0,0.15
Tiny Furniture,50000,391674.0,6.833
Titan A.E.,75000000,22751979.0,-0.697
Titanic,200000000,658672302.0,2.293
"To Be Frank, Sinatra at 100",2000000,0.0,-1.0
To Die For,20000000,21284514.0,0.064
To Kill A Mockingbird,2000000,13129846.0,5.565
To Rome with Love,21500000,16684352.0,-0.224
To Save a Life,500000,3777210.0,6.554
Tom Jones,1000000,37600000.0,36.6
Tom yum goong,5700000,12044087.0,1.113
Tombstone,25000000,56505065.0,1.26
Tomcats,11000000,13558739.0,0.233
Tomorrow Never Dies,110000000,125304276.0,0.139
Tomorrowland,170000000,93436322.0,-0.45
Tootsie,15000000,177200000.0,10.813
Top Five,12000000,25317379.0,1.11
Top Gun,15000000,179800601.0,10.987
Top Hat,609000,1782000.0,1.926
Top Spin,150000,5858.0,-0.961
Topaz,4000000,6000000.0,0.5
Topsy Turvy,20000000,6201757.0,-0.69
"Tora, Tora, Tora",25000000,29548291.0,0.182
Torn Curtain,3000000,13000000.0,3.333
Torque,40000000,21176322.0,-0.471
Total Recall,125000000,58877969.0,-0.529
Touching the Void,2000000,4593598.0,1.297
Tower Heist,85000000,78046570.0,-0.082
Towering Inferno,14000000,116000000.0,7.286
Town & Country,105000000,6712451.0,-0.936
Toy Story,30000000,191796233.0,5.393
Toy Story 2,90000000,245852179.0,1.732
Toy Story 3,200000000,415004880.0,1.075
Tracker,6500000,0.0,-1.0
Trade,12000000,214202.0,-0.982
Trade of Innocents,5800000,15091.0,-0.997
Traffic,48000000,124107476.0,1.586
Training Day,45000000,76261036.0,0.695
Trainspotting,3100000,16501785.0,4.323
Trainwreck,35000000,110038130.0,2.144
Traitor,22000000,23530831.0,0.07
Trance,16000000,2322593.0,-0.855
Transamerica,1000000,9015303.0,8.015
Transcendence,100000000,23022309.0,-0.77
Transformers,151000000,319246193.0,1.114
Transformers: Age of Extinction,210000000,245439076.0,0.169
Transformers: Dark of the Moon,195000000,352390543.0,0.807
Transformers: Revenge of the Fallen,210000000,402111870.0,0.915
Transsiberian,15000000,2203641.0,-0.853
Trapeze,4000000,14400000.0,2.6
Trapped,30000000,6916869.0,-0.769
Trash,12000000,17484.0,-0.999
Travellers and Magicians,1800000,506793.0,-0.718
Treasure Planet,100000000,38120554.0,-0.619
Trees Lounge,1300000,749741.0,-0.423
Trekkies,375000,617172.0,0.646
Tremors,10000000,16667084.0,0.667
Trespass,35000000,16816.0,-1.0
Triangle,12000000,0.0,-1.0
Triple 9,20000000,12639297.0,-0.368
Trippin',3000000,9017070.0,2.006
Tristram Shandy: A Cock and Bull Story,4750000,1253413.0,-0.736
Trois,200000,1161843.0,4.809
Trolljegeren,3500000,253444.0,-0.928
Trolls,125000000,150588192.0,0.205
Tron,17000000,26918576.0,0.583
Tron: Legacy,200000000,172062763.0,-0.14
Troop Beverly Hills,18000000,7190505.0,-0.601
Tropa de Elite,6537890,8744.0,-0.999
Tropic Thunder,90000000,110461307.0,0.227
Trouble with the Curve,60000000,35763137.0,-0.404
Troy,150000000,133298577.0,-0.111
Trucker,1500000,52429.0,-0.965
Trudno byt bogom,7000000,31443.0,-0.996
True Grit,35000000,171243005.0,3.893
True Lies,100000000,146282411.0,0.463
True Romance,12500000,12281000.0,-0.018
Trust,4000000,120016.0,-0.97
Trust the Man,9000000,1530535.0,-0.83
Tsotsi,3000000,2912606.0,-0.029
Tu Xia Chuan Qi,12000000,0.0,-1.0
Tuck Everlasting,15000000,19161999.0,0.277
Tucker & Dale vs. Evil,5000000,223838.0,-0.955
Tumbleweeds,312000,1350248.0,3.328
Tupac Resurrection,300000,7718961.0,24.73
Turbo,135000000,83028130.0,-0.385
Turbulence,55000000,11532774.0,-0.79
Turistas,10000000,7027762.0,-0.297
Tusk,3000000,1821983.0,-0.393
Twelve Monkeys,29000000,57141459.0,0.97
Twilight,37000000,192769854.0,4.21
Twilight Zone: The Movie,10000000,29500000.0,1.95
Twin Falls Idaho,500000,985341.0,0.971
Twins,15000000,111936388.0,6.462
Twisted,50000000,25195050.0,-0.496
Twister,88000000,241688385.0,1.746
Twixt,7000000,0.0,-1.0
Two Brothers,72000000,19176754.0,-0.734
Two Can Play That Game,13000000,22235901.0,0.71
Two Girls and a Guy,1000000,2057193.0,1.057
Two Lovers,12000000,3149034.0,-0.738
Two Night Stand,1600000,15600.0,-0.99
Two Weeks Notice,60000000,93354918.0,0.556
Tycoon,5000000,121016.0,-0.976
Tyler Perry's A Madea Christmas,25000000,52543354.0,1.102
Tyler Perry's Good Deeds,14000000,35025791.0,1.502
Tyler Perry's Madea's Witness Protection,20000000,65653242.0,2.283
Tyler Perry’s Boo! A Madea Halloween,20000000,73206343.0,2.66
U-571,62000000,77086030.0,0.243
U2 3D,15000000,12898847.0,-0.14
UHF,5000000,6157157.0,0.231
USS Indianapolis: Men of Courage,40000000,0.0,-1.0
Ulee's Gold,2700000,9054736.0,2.354
Ultraviolet,30000000,18522064.0,-0.383
Un Prophète,13000000,2087720.0,-0.839
Un monstre à Paris ,40000000,0.0,-1.0
Unaccompanied Minors,25000000,16655224.0,-0.334
Unbreakable,73243106,94999143.0,0.297
Unbroken,65000000,115637895.0,0.779
Undead,750000,41196.0,-0.945
Under Siege 2: Dark Territory,60000000,50024083.0,-0.166
Under the Rainbow,20000000,18826490.0,-0.059
Under the Skin,13300000,2614251.0,-0.803
Under the Tuscan Sun,18000000,43601508.0,1.422
Underclassman,25000000,5654777.0,-0.774
Undercover Brother,25000000,38230435.0,0.529
Underdogs,2500000,35017.0,-0.986
Underworld,22000000,51970690.0,1.362
Underworld 3: Rise of the Lycans,35000000,45802315.0,0.309
Underworld: Awakening,70000000,62321039.0,-0.11
Underworld: Evolution,45000000,62318875.0,0.385
Undiscovered,9000000,1069318.0,-0.881
Undisputed,20000000,12398628.0,-0.38
Unfaithful,50000000,52752475.0,0.055
Unfinished Business,35000000,10219501.0,-0.708
Unforgettable,18000000,2483790.0,-0.862
Unforgiven,14400000,101157447.0,6.025
Unfriended,1000000,32482090.0,31.482
United 93,18000000,31567134.0,0.754
United Passions,30000000,918.0,-1.0
Universal Soldier II: The Return,40000000,10447421.0,-0.739
Unknown,40000000,63686397.0,0.592
Unstoppable,95000000,81562942.0,-0.141
Unsullied,1500000,510957.0,-0.659
Untraceable,35000000,28687835.0,-0.18
Up,175000000,293004164.0,0.674
Up Close & Personal,60000000,51045801.0,-0.149
Up in the Air,30000000,83823381.0,1.794
Upside Down,50000000,102118.0,-0.998
Urban Legend,14000000,38116707.0,1.723
Urban Legends: Final Cut,15000000,21468807.0,0.431
Urbania,225000,1032075.0,3.587
V for Vendetta,50000000,70511035.0,0.41
Vaalu,1900000,0.0,-1.0
Vacation,31000000,58884188.0,0.899
Valentine,10000000,20384136.0,1.038
Valentine's Day,52000000,110485654.0,1.125
Valhalla Rising,5700000,30638.0,-0.995
Valiant,35000000,19478106.0,-0.443
Valkyrie,90000000,83077762.0,-0.077
Valley of the Hearts Delight,2500000,118666.0,-0.953
Vampire in Brooklyn,14000000,19637147.0,0.403
Vampires,20000000,20268825.0,0.013
Vampires Suck,20000000,36661504.0,0.833
Vamps,16000000,3361.0,-1.0
Van Helsing,170000000,120150546.0,-0.293
Vanilla Sky,70000000,100614858.0,0.437
Vanity Fair,23000000,16123851.0,-0.299
Vantage Point,40000000,72266306.0,0.807
Varsity Blues,16000000,52894169.0,2.306
Veer-Zaara,7000000,2938532.0,-0.58
Velvet Goldmine,9000000,1053788.0,-0.883
Venom,25000000,881745.0,-0.965
Venus,6000000,3347411.0,-0.442
Vera Drake,11000000,3753806.0,-0.659
Veronica Guerin,17000000,1569918.0,-0.908
Veronica Mars,6000000,3322127.0,-0.446
Veronika Decides to Die,9000000,0.0,-1.0
Vertical Limit,75000000,68473360.0,-0.087
Very Bad Things,10000000,9949470.0,-0.005
Vicky Cristina Barcelona,16000000,23216709.0,0.451
Victor Frankenstein,40000000,5775076.0,-0.856
Videodrome,5952000,2120439.0,-0.644
Virgin Territory,38000000,0.0,-1.0
Virtuosity,30000000,23998226.0,-0.2
Virus,75000000,14010690.0,-0.813
Viy,26000000,0.0,-1.0
Volcano,90000000,47546796.0,-0.472
Volver,9400000,12899867.0,0.372
W.,25100000,25534493.0,0.017
WALL-E,180000000,223808164.0,0.243
Wag the Dog,15000000,43057470.0,1.87
Wah-Wah,7000000,234750.0,-0.966
Waiting for Guffman,4000000,2922988.0,-0.269
Waiting...,1125000,16124543.0,13.333
Waitress,1500000,19097550.0,11.732
Waking Ned Devine,3000000,24793251.0,7.264
Wal-Mart: The High Cost of Low Price,1500000,0.0,-1.0
Walk Hard: The Dewey Cox Story,35000000,18317151.0,-0.477
Walk the Line,29000000,119519402.0,3.121
Walking Tall,56000000,46213824.0,-0.175
Walking and Talking,1000000,1287480.0,0.287
Walking with Dinosaurs,80000000,36076121.0,-0.549
Wall Street,16500000,43848100.0,1.657
Wall Street 2: Money Never Sleeps,70000000,52474616.0,-0.25
Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547.0,0.869
Waltz with Bashir,2000000,2283849.0,0.142
Wanderlust,32500000,17288155.0,-0.468
Wanted,75000000,134508551.0,0.793
War,25000000,22486409.0,-0.101
War Dogs,50000000,43034523.0,-0.139
War Horse,70000000,79883359.0,0.141
War Room,3000000,67790117.0,21.597
War and Peace,6000000,12500000.0,1.083
War of the Worlds,132000000,234280354.0,0.775
"War, Inc.",10000000,580862.0,-0.942
WarGames,12000000,74433837.0,5.203
Warcraft,160000000,47225655.0,-0.705
Warlock,7000000,8824553.0,0.261
Warlock: The Armageddon,3000000,3902679.0,0.301
Warm Bodies,30000000,66380662.0,1.213
Warrior,25000000,13657115.0,-0.454
Warriors of Virtue,35000000,6448817.0,-0.816
Wasabi,15300000,81525.0,-0.995
Watchmen,138000000,107509799.0,-0.221
Water,3000000,5529144.0,0.843
Water & Power,600000,42557.0,-0.929
Water for Elephants,38000000,58709717.0,0.545
Waterworld,175000000,88246220.0,-0.496
Wayne's World,20000000,121697323.0,5.085
We Are Marshall,65000000,43545364.0,-0.33
We Are Your Friends,2000000,3591417.0,0.796
We Bought a Zoo,50000000,75624550.0,0.512
We Need to Talk About Kevin,7000000,1738692.0,-0.752
We Own the Night,28000000,28563179.0,0.02
We Were Soldiers,70000000,78120196.0,0.116
We're No Angels,20000000,10555348.0,-0.472
We're the Millers,37000000,150394119.0,3.065
Weekend,190000,484592.0,1.55
Welcome Home Roscoe Jenkins,27500000,42436517.0,0.543
Welcome to Collinwood,12000000,378650.0,-0.968
Welcome to Mooseport,26000000,14469428.0,-0.443
Welcome to the Dollhouse,800000,4198137.0,4.248
Welcome to the Rileys,10000000,152857.0,-0.985
Wendy and Lucy,300000,865695.0,1.886
Wes Craven Presents: They,17000000,12840842.0,-0.245
Wes Craven's New Nightmare,8000000,18090181.0,1.261
West Side Story,6000000,43700000.0,6.283
Whale Rider,4300000,20779666.0,3.832
What Dreams May Come,80000000,55485043.0,-0.306
What Happens in Vegas...,35000000,80277646.0,1.294
What Just Happened,27000000,1090947.0,-0.96
What Lies Beneath,90000000,155464351.0,0.727
What Planet Are You From?,50000000,6291602.0,-0.874
What Women Want,65000000,182805123.0,1.812
What a Girl Wants,25000000,35990505.0,0.44
What the #$'! Do We Know,4000000,10941801.0,1.735
What to Expect When You're Expecting,37500000,41152203.0,0.097
What's Eating Gilbert Grape,11000000,9170214.0,-0.166
What's Love Got to Do With It,15000000,39100956.0,1.607
What's Your Number?,20000000,14011084.0,-0.299
What's the Worst That Could Happen?,30000000,32267774.0,0.076
Whatever Works,15000000,5306706.0,-0.646
Whatever it Takes,15000000,8735529.0,-0.418
When Harry Met Sally…,16000000,92823546.0,4.801
When The Cat's Away,300000,1652472.0,4.508
When a Stranger Calls,15000000,47860214.0,2.191
When the Bough Breaks,10000000,29747603.0,1.975
When the Game Stands Tall,15000000,30127963.0,1.009
Where the Heart Is,15000000,33771174.0,1.251
Where the Truth Lies,25000000,872142.0,-0.965
Where the Wild Things Are,100000000,77233467.0,-0.228
While We're Young,10000000,7582065.0,-0.242
Whip It,15000000,13043363.0,-0.13
Whiplash,3300000,13092006.0,2.967
Whipped,3000000,4142507.0,0.381
Whiskey Tango Foxtrot,35000000,23083334.0,-0.34
White Chicks,20000000,69148997.0,2.457
White Fang,14000000,34729091.0,1.481
White House Down,150000000,73103784.0,-0.513
White Noise,10000000,56094360.0,4.609
White Noise 2: The Light,10000000,0.0,-1.0
White Oleander,16000000,16357770.0,0.022
White Squall,38000000,10229300.0,-0.731
Whiteout,35000000,10275638.0,-0.706
Who Framed Roger Rabbit?,70000000,154112492.0,1.202
Who Killed the Electric Car?,1000000,1678874.0,0.679
Who's Your Caddy?,7000000,5694308.0,-0.187
Why Did I Get Married Too?,20000000,60095852.0,2.005
Why Did I Get Married?,15000000,55204525.0,2.68
Why Him?,38000000,37680255.0,-0.008
Wicker Park,30000000,13001257.0,-0.567
Wild,15000000,37880356.0,1.525
Wild Card,30000000,3200.0,-1.0
Wild Hogs,60000000,168213584.0,1.804
Wild Target,8000000,109338.0,-0.986
Wild Things,20000000,29795299.0,0.49
Wild Wild West,175000000,113805681.0,-0.35
Willard,20000000,6882696.0,-0.656
Willy Wonka & the Chocolate Factory,3000000,4000000.0,0.333
Wilson,5200000,2000000.0,-0.615
Wimbledon,35000000,16862585.0,-0.518
Win a Date with Tad Hamilton!,24000000,16980098.0,-0.292
Windsor Drive,850000,3256.0,-0.996
Windtalkers,115000000,40914068.0,-0.644
Wing Commander,30000000,11578022.0,-0.614
Winged Migration,28000000,11689053.0,-0.583
Winnie Mandela,15000000,61847.0,-0.996
Winnie the Pooh,30000000,26692846.0,-0.11
Winter Passing,3500000,107492.0,-0.969
Winter in Wartime,5800000,542860.0,-0.906
Winter's Bone,2000000,6531503.0,2.266
Winter's Tale,60000000,12600231.0,-0.79
Wish I Was Here,6000000,3591299.0,-0.401
Witchboard,2000000,7369373.0,2.685
Without Limits,25000000,780326.0,-0.969
Without a Paddle,30000000,58156435.0,0.939
Witless Protection,7500000,4151836.0,-0.446
Witness,12000000,65532576.0,4.461
Wolf,70000000,65011757.0,-0.071
Wolf Creek,1100000,16186348.0,13.715
Woman Chaser,150000,110719.0,-0.262
Woman Thou Art Loosed,3000000,6879730.0,1.293
Woman in Gold,11000000,33307793.0,2.028
Woman on Top,8000000,5018450.0,-0.373
Won't Back Down,19000000,5310554.0,-0.72
Wonder Boys,35000000,19389454.0,-0.446
Wonderland,5500000,1060512.0,-0.807
Woo,13000000,8064972.0,-0.38
Woodstock,600000,34505110.0,56.509
Wordplay,500000,3121270.0,5.243
World Trade Center,65000000,70278893.0,0.081
World War Z,190000000,202359711.0,0.065
World's Greatest Dad,10000000,221805.0,-0.978
Wrath of the Titans,150000000,83670083.0,-0.442
Wreck-It Ralph,165000000,189412677.0,0.148
Wristcutters: A Love Story,1000000,446165.0,-0.554
Wrong Turn,10000000,15417771.0,0.542
Wu ji,30000000,669625.0,-0.978
Wuthering Heights,8000000,100915.0,-0.987
Wyatt Earp,63000000,25052000.0,-0.602
X-Men,75000000,157299717.0,1.097
X-Men Origins: Wolverine,150000000,179883157.0,0.199
X-Men: Apocalypse,178000000,155442489.0,-0.127
X-Men: Days of Future Past,200000000,233921534.0,0.17
X-Men: First Class,160000000,146408305.0,-0.085
X-Men: The Last Stand,210000000,234362462.0,0.116
X2,125000000,214949694.0,0.72
XXX: State of the Union,60000000,26873932.0,-0.552
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982.0,-0.988
Xinhai geming,30000000,135739.0,-0.995
Y Tu Mamá También,5000000,13649881.0,1.73
Year One,60000000,43337279.0,-0.278
Yeh Jawaani Hai Deewani,8300000,3827466.0,-0.539
Yentl,12000000,39012241.0,2.251
Yes,1700000,396035.0,-0.767
Yes Man,50000000,97690976.0,0.954
Yi dai zong shi,38600000,6594959.0,-0.829
Yi ge ren de wu lin,25000000,129115.0,-0.995
Yip Man 3,36000000,2679437.0,-0.926
Yoga Hosers,5000000,0.0,-1.0
Yogi Bear,80000000,100246011.0,0.253
You Again,20000000,25702053.0,0.285
You Can Count on Me,1200000,9180275.0,6.65
You Can't Take It With You,1644000,4000000.0,1.433
You Don't Mess With the Zohan,90000000,100018837.0,0.111
