title,c_prod_bud,domestic_box_office,domestic_box_office_roi
The Fountain,35000000,10144010.0,-0.71
The Four Feathers,35000000,18306166.0,-0.477
The Four Seasons,6500000,42488161.0,5.537
The Fourth Kind,10000000,26218170.0,1.622
The French Connection,2200000,41158757.0,17.709
The Front Page,4000000,15000000.0,2.75
The Frozen Ground,19200000,0.0,-1.0
The Fugitive,44000000,183875760.0,3.179
The Full Monty,3500000,45950122.0,12.129
The Funeral,12500000,1212799.0,-0.903
The Future,1000000,568662.0,-0.431
The Gallows,100000,22764410.0,226.644
The Gambler,25000000,33680992.0,0.347
The Game,50000000,48265581.0,-0.035
The Game Plan,22000000,90648202.0,3.12
The Game of Their Lives,20000000,375474.0,-0.981
The Gatekeepers,1500000,2408553.0,0.606
The General's Daughter,60000000,102705852.0,0.712
The Ghastly Love of Johnny X,2000000,2436.0,-0.999
The Ghost Writer,45000000,15541549.0,-0.655
The Ghost and the Darkness,55000000,38564422.0,-0.299
The Giant Mechanical Man,900000,7396.0,-0.992
The Gift,10000000,12008642.0,0.201
The Girl Next Door,25000000,14589444.0,-0.416
The Girl on the Train,45000000,75347390.0,0.674
The Girl with the Dragon Tattoo,90000000,102515793.0,0.139
The Girlfriend Experience,1300000,695840.0,-0.465
The Giver,25000000,45090374.0,0.804
The Glass House,22000000,17951431.0,-0.184
The Glimmer Man,45000000,20404841.0,-0.547
The Godfather,7000000,134966411.0,18.281
The Godfather: Part II,13000000,57300000.0,3.408
The Godfather: Part III,54000000,66520529.0,0.232
The Golden Child,12000000,79817937.0,5.651
The Golden Compass,205000000,70107728.0,-0.658
The Good Dinosaur,187500000,123087120.0,-0.344
The Good German,32000000,1308696.0,-0.959
The Good Girl,8000000,14018296.0,0.752
The Good Guy,10000000,100688.0,-0.99
The Good Heart,3800000,20930.0,-0.994
The Good Night,15000000,22441.0,-0.999
The Good Thief,30000000,3517797.0,-0.883
"The Goods: Live Hard, Sell Hard",10000000,15122676.0,0.512
The Gospel of John,11000000,4068087.0,-0.63
The Grace Card,200000,2430735.0,11.154
The Grand,3000000,115879.0,-0.961
The Grand Budapest Hotel,31000000,59076019.0,0.906
The Great Debaters,15000000,30226144.0,1.015
The Great Escape,4000000,11744471.0,1.936
The Great Gatsby,190000000,144840419.0,-0.238
The Great Raid,60000000,10166502.0,-0.831
The Greatest,6000000,115862.0,-0.981
The Greatest Game Ever Played,25000000,15331289.0,-0.387
The Greatest Show on Earth,4000000,36000000.0,8.0
The Greatest Story Ever Told,20000000,15473333.0,-0.226
The Green Hornet,110000000,98780042.0,-0.102
The Green Inferno,1000000,7192291.0,6.192
The Green Mile,60000000,136801374.0,1.28
The Grey,25000000,51580136.0,1.063
The Grimm Brothers' Snow White,26000000,5000.0,-1.0
The Grudge,10000000,110359362.0,10.036
The Grudge 2,20000000,39143839.0,0.957
The Guard,6000000,5359774.0,-0.107
The Guilt Trip,40000000,37134215.0,-0.072
The Gunman,40000000,10664749.0,-0.733
The Guru,11000000,3051221.0,-0.723
The Hammer,850000,442638.0,-0.479
The Hangover,35000000,277322503.0,6.924
The Hangover 3,103000000,112200072.0,0.089
The Hangover Part II,80000000,254464305.0,2.181
The Happening,60000000,64506874.0,0.075
The Harvest/La Cosecha,560000,3709.0,-0.993
The Hateful Eight,62000000,54117416.0,-0.127
The Haunted Mansion,90000000,75817994.0,-0.158
The Haunting,80000000,91188905.0,0.14
The Haunting of Molly Hartley,5000000,13442412.0,1.688
The Heart of Me,7000000,196067.0,-0.972
The Heat,43000000,159581587.0,2.711
The Hebrew Hammer,1300000,77755.0,-0.94
The Helix...  Loaded,1000000,3700.0,-0.996
The Help,25000000,169705587.0,5.788
The Hills Have Eyes,17000000,41778863.0,1.458
The Hills Have Eyes II,15000000,20804166.0,0.387
The History Boys,3700000,2730296.0,-0.262
The Hitchhiker's Guide to the Galaxy,45000000,51019112.0,0.134
The Hoax,25000000,7164995.0,-0.713
The Hobbit: An Unexpected Journey,250000000,303003568.0,0.212
The Hobbit: The Battle of the Five Armies,250000000,255119788.0,0.02
The Hobbit: The Desolation of Smaug,250000000,258366855.0,0.033
The Hole,7500000,0.0,-1.0
The Holiday,85000000,63280000.0,-0.256
The Homesman,16000000,2429989.0,-0.848
The Honeymooners,27000000,12834849.0,-0.525
The Horse Boy,160000,156612.0,-0.021
The Horse Whisperer,60000000,75383563.0,0.256
The Host,50000000,26623701.0,-0.468
The Hotel New Hampshire,7500000,5142858.0,-0.314
The Hours,25000000,41675994.0,0.667
The House Bunny,25000000,48237389.0,0.929
The House of Mirth,10000000,3041803.0,-0.696
The House of the Dead,7000000,10199354.0,0.457
The House of the Devil,1000000,101215.0,-0.899
The Howling,1000000,17985000.0,16.985
The Hudsucker Proxy,40000000,2816518.0,-0.93
The Hunchback of Notre Dame,100000000,100138851.0,0.001
The Hundred-Foot Journey,22000000,54235441.0,1.465
The Hunger Games,80000000,408010692.0,4.1
The Hunger Games: Catching Fire,130000000,424668047.0,2.267
The Hunger Games: Mockingjay - Part 1,125000000,337135885.0,1.697
The Hunger Games: Mockingjay - Part 2,160000000,281723902.0,0.761
The Hunt for Red October,30000000,120709866.0,3.024
The Hunted,55000000,34234008.0,-0.378
The Hunting Party,40000000,876671.0,-0.978
The Huntsman: Winter’s War,115000000,48003015.0,-0.583
The Hurricane,38000000,50699241.0,0.334
The Hurt Locker,15000000,17017811.0,0.135
The Hustler,2000000,7600000.0,2.8
The Ice Pirates,9000000,13075390.0,0.453
The Ice Storm,18000000,8038061.0,-0.553
The Iceman,10000000,1930282.0,-0.807
The Ides of March,23000000,40962534.0,0.781
The Illusionist,16500000,39868642.0,1.416
The Imaginarium of Doctor Parnassus,30000000,7689607.0,-0.744
The Imitation Game,15000000,91125143.0,5.075
The Immigrant,16000000,2013456.0,-0.874
The Importance of Being Earnest,15000000,8378141.0,-0.441
The Impossible,40000000,19019882.0,-0.525
The In Crowd,15000000,5217498.0,-0.652
The Inbetweeners,5700000,35955.0,-0.994
The Incredible Burt Wonderstone,32000000,22537881.0,-0.296
The Incredible Hulk,137500000,134806913.0,-0.02
The Incredibles,92000000,261441092.0,1.842
The Incredibly True Adventure of Two Girls in Love,250000,2210408.0,7.842
The Indian in the Cupboard,45000000,35627222.0,-0.208
The Infiltrator,47500000,15436808.0,-0.675
The Informant!,22000000,33316821.0,0.514
The Informers,18000000,315000.0,-0.982
The Inkwell,8000000,8864699.0,0.108
The Innkeepers,750000,78396.0,-0.895
The Insider,68000000,28965197.0,-0.574
The Intern,40000000,75764672.0,0.894
The International,50000000,25450527.0,-0.491
The Internship,58000000,44672764.0,-0.23
The Interpreter,90000000,72708161.0,-0.192
The Interview,44000000,6105175.0,-0.861
The Invasion,80000000,15074191.0,-0.812
The Invention of Lying,18500000,18451251.0,-0.003
The Iron Giant,50000000,23159305.0,-0.537
The Iron Lady,14000000,29959436.0,1.14
The Island,120000000,35818913.0,-0.702
The Island of Dr. Moreau,40000000,27682712.0,-0.308
The Italian Job,60000000,106126012.0,0.769
The Jackal,60000000,54956941.0,-0.084
The Jacket,28500000,6301131.0,-0.779
The Jerky Boys,4000000,7555256.0,0.889
The Jimmy Show,1000000,703.0,-0.999
The Joneses,10000000,1475746.0,-0.852
The Journey,500000,19800.0,-0.96
The Judge,50000000,47119388.0,-0.058
The Jungle Book,175000000,364001123.0,1.08
The Jungle Book 2,20000000,47901582.0,1.395
The Juror,44000000,22730924.0,-0.483
The Karate Kid,40000000,176591618.0,3.415
The Kentucky Fried Movie,600000,15000000.0,24.0
The Kid,65000000,69688384.0,0.072
The Kids Are All Right,4000000,20811365.0,4.203
The Killer Inside Me,13000000,217277.0,-0.983
The Kingdom,72500000,47467250.0,-0.345
The King’s Speech,15000000,138797449.0,8.253
The Kite Runner,20000000,15800078.0,-0.21
The Ladies Man,11000000,13592872.0,0.236
The Ladykillers,35000000,39692139.0,0.134
The Lake House,40000000,52330111.0,0.308
The Land Before Time,12300000,48092846.0,2.91
The Land Girls,8000000,146083.0,-0.982
The Last Airbender,150000000,131772187.0,-0.122
The Last Big Thing,1000000,22434.0,-0.978
The Last Castle,60000000,18208078.0,-0.697
The Last Days on Mars,10600000,24084.0,-0.998
The Last Dragon,10000000,33000000.0,2.3
The Last Emperor,25000000,43984000.0,0.759
The Last Exorcism,1800000,41034350.0,21.797
The Last Exorcism Part II,4000000,15179303.0,2.795
The Last Five Years,2000000,147299.0,-0.926
The Last Godfather,13400000,164247.0,-0.988
The Last House on the Left,15000000,32752215.0,1.183
The Last King of Scotland,6000000,17606684.0,1.934
The Last Legion,67000000,5932060.0,-0.911
The Last Samurai,140000000,111110575.0,-0.206
The Last Shot,40000000,463730.0,-0.988
The Last Sin Eater,2200000,388390.0,-0.823
The Last Song,20000000,62950384.0,2.148
The Last Stand,30000000,12050299.0,-0.598
The Last Station,18000000,6617867.0,-0.632
The Last Temptation of Christ,7000000,8373585.0,0.196
The Last Time I Committed Suicide,4000000,12836.0,-0.997
The Last Waltz,35000,321952.0,8.199
The Last Witch Hunter,80000000,27367660.0,-0.658
The Last of the Mohicans,40000000,75505856.0,0.888
The Lawnmower Man,10000000,32100816.0,2.21
The Lazarus Effect,5000000,25801570.0,4.16
The League of Extraordinary Gentlemen,78000000,66465204.0,-0.148
The Legend of Bagger Vance,60000000,30695227.0,-0.488
The Legend of Drunken Master,2000000,11546543.0,4.773
The Legend of God's Gun,30000,243768.0,7.126
The Legend of Hercules,70000000,18848538.0,-0.731
The Legend of Suriyothai,9000000,454255.0,-0.95
The Legend of Tarzan,180000000,126643061.0,-0.296
The Legend of Zorro,80000000,45575336.0,-0.43
The Legend of the Lone Ranger,18000000,13400000.0,-0.256
The Lego Movie,60000000,257784718.0,3.296
The Libertine,22000000,4835065.0,-0.78
The Life Aquatic with Steve Zissou,50000000,24006726.0,-0.52
The Life of Brian,4000000,20008693.0,4.002
The Life of David Gale,50000000,19694635.0,-0.606
The Light Between Oceans,20000000,12545979.0,-0.373
The Limey,10000000,3193102.0,-0.681
The Lincoln Lawyer,40000000,58009200.0,0.45
The Lion King,79300000,422780140.0,4.331
The Little Prince,77500000,1311213.0,-0.983
The Little Vampire,22000000,13555988.0,-0.384
The Living Daylights,40000000,51185000.0,0.28
The Living Wake,500000,12232.0,-0.976
The Lizzie McGuire Movie,15000000,42734455.0,1.849
The Lone Ranger,275000000,89302115.0,-0.675
The Long Kiss Goodnight,65000000,33447612.0,-0.485
The Long Riders,10000000,15198912.0,0.52
The Longest Day,10000000,39100000.0,2.91
The Longest Ride,34000000,37446117.0,0.101
The Longest Yard,82000000,158119460.0,0.928
The Longshots,23000000,11511323.0,-0.5
The Looking Glass,300000,1711.0,-0.994
The Lord of the Rings: The Fellowship of the Ring,109000000,315544750.0,1.895
The Lord of the Rings: The Return of the King,94000000,377845905.0,3.02
The Lord of the Rings: The Two Towers,94000000,342548984.0,2.644
The Lords of Dogtown,25000000,11273517.0,-0.549
The Lords of Salem,1500000,1165881.0,-0.223
The Losers,25000000,23591432.0,-0.056
The Loss of Sexual Innocence,4000000,399793.0,-0.9
The Lost Boys,8500000,32222567.0,2.791
The Lost City,9600000,2484186.0,-0.741
The Lost Medallion: The Adventures of Billy Stone,2500000,549632.0,-0.78
The Lost Skeleton of Cadavra,100000,110536.0,0.105
The Lost Weekend,1250000,11000000.0,7.8
The Lost World: Jurassic Park,75000000,229086679.0,2.054
The Love Guru,62000000,32200122.0,-0.481
The Love Letter,15000000,8322608.0,-0.445
The Loved Ones,4000000,0.0,-1.0
The Lovely Bones,95000000,44114232.0,-0.536
The Lovers,35000000,0.0,-1.0
The Lucky One,25000000,60457138.0,1.418
The Lucky Ones,14000000,266967.0,-0.981
The Lunchbox,1700000,4231500.0,1.489
The Machinist,5000000,1082044.0,-0.784
The Magnificent Seven,90000000,93395132.0,0.038
The Majestic,72000000,27796042.0,-0.614
The Man,20000000,8330720.0,-0.583
The Man From Snowy River,5000000,20659423.0,3.132
The Man From U.N.C.L.E.,75000000,45445109.0,-0.394
The Man Who Knew Too Little,20000000,13801755.0,-0.31
The Man Who Shot Liberty Valance,3200000,8000000.0,1.5
The Man in the Iron Mask,35000000,56968169.0,0.628
The Man with the Golden Gun,7000000,21000000.0,2.0
The Man with the Iron Fists,15000000,15634090.0,0.042
The Manchurian Candidate,80000000,65948711.0,-0.176
The Marine,15000000,18844784.0,0.256
The Martian,108000000,228433663.0,1.115
The Martian Child,27000000,7500310.0,-0.722
The Mask,18000000,119920129.0,5.662
The Mask of Zorro,65000000,93828745.0,0.444
The Masked Saint,3500000,182695.0,-0.948
The Master,37500000,16247159.0,-0.567
The Master of Disguise,16000000,40363530.0,1.523
The Matador,10000000,12589255.0,0.259
The Matrix,65000000,171479930.0,1.638
The Matrix Reloaded,150000000,281553689.0,0.877
The Matrix Revolutions,150000000,139270910.0,-0.072
The Maze Runner,34000000,102427862.0,2.013
The Mechanic,42500000,29121498.0,-0.315
The Medallion,41000000,22108977.0,-0.461
The Men Who Stare at Goats,24000000,32428195.0,0.351
The Merchant of Venice,30000000,3765585.0,-0.874
The Messenger,6500000,1109660.0,-0.829
The Messenger: The Story of Joan of Arc,50000000,14271297.0,-0.715
The Messengers,16000000,35374833.0,1.211
The Mexican,40000000,66808615.0,0.67
The Mighty,100000,2652246.0,25.522
The Mighty Ducks,10000000,50752337.0,4.075
The Mighty Macs,7000000,1891936.0,-0.73
The Mirror Has Two Faces,42000000,41267469.0,-0.017
The Misfits,4000000,8200000.0,1.05
The Missing,65000000,26900336.0,-0.586
The Missing Person,2000000,17896.0,-0.991
The Mist,13000000,25593755.0,0.969
The Molly Maguires,11000000,2200000.0,-0.8
The Mongol King,7000,900.0,-0.871
The Monuments Men,70000000,78031620.0,0.115
The Mortal Instruments: City of Bones,60000000,31165421.0,-0.481
The Motel,250000,51540.0,-0.794
The Mothman Prophecies,42000000,35228696.0,-0.161
The Mudge Boy,800000,62544.0,-0.922
The Mummy,80000000,155385488.0,0.942
The Mummy Returns,98000000,202007640.0,1.061
The Mummy: Tomb of the Dragon Emperor,175000000,102491776.0,-0.414
The Muppet Christmas Carol,12000000,27281507.0,1.273
The Muppet Movie,8000000,76657000.0,8.582
The Muppets,45000000,88625922.0,0.969
The Muse,15000000,11614954.0,-0.226
The Musketeer,40000000,27053815.0,-0.324
The Naked Gun 2½: The Smell of Fear,23000000,86930411.0,2.78
The Namesake,8500000,13610521.0,0.601
The Nativity Story,35000000,37629831.0,0.075
The Negotiator,50000000,44705766.0,-0.106
The Neon Demon,7500000,1333124.0,-0.822
The Net,22000000,50621733.0,1.301
The New Guy,13000000,28972187.0,1.229
The New World,30000000,12712093.0,-0.576
The Newton Boys,27000000,10341093.0,-0.617
The Next Best Thing,25000000,14983572.0,-0.401
The Next Three Days,30000000,21148651.0,-0.295
The Nice Guys,50000000,36261763.0,-0.275
The Night Before,25000000,43035725.0,0.721
The Night Listener,4000000,7836393.0,0.959
The Ninth Gate,38000000,18653746.0,-0.509
The Notebook,30000000,81001787.0,1.7
The November Man,15000000,25018119.0,0.668
The Number 23,32000000,35193167.0,0.1
The Nun's Story,3500000,12800000.0,2.657
The Nut Job,30000000,64251538.0,1.142
The Nutcracker,19000000,2119994.0,-0.888
The Nutcracker in 3D,90000000,195459.0,-0.998
The Nutty Professor,55000000,128814019.0,1.342
The Object of my Affection,15000000,29145924.0,0.943
The Odd Life of Timothy Green,40000000,51853450.0,0.296
The Offspring,1100000,1355728.0,0.232
The Oh in Ohio,5000000,418689.0,-0.916
The Omega Code,7200000,12610552.0,0.751
The Omen,25000000,54607383.0,1.184
The One,49000000,43905746.0,-0.104
The Oogieloves in the BIG Balloon Adventure,20000000,1065907.0,-0.947
The Open Road,10000000,19716.0,-0.998
The Opposite Sex,3300000,0.0,-1.0
The Order,35000000,7659747.0,-0.781
The Original Kings of Comedy,3000000,38168022.0,11.723
The Other Boleyn Girl,40000000,26814957.0,-0.33
The Other Dream Team,500000,134109.0,-0.732
The Other End of the Line,2500000,115504.0,-0.954
The Other Guys,100000000,119219978.0,0.192
The Other Side of Heaven,7000000,4720371.0,-0.326
The Other Woman,40000000,83911193.0,1.098
The Others,17000000,96522687.0,4.678
The Out-of-Towners,40000000,28544120.0,-0.286
The Outsiders,10000000,25697647.0,1.57
The Oxford Murders,10000000,4803.0,-1.0
The Pacifier,56000000,113006880.0,1.018
The Painted Veil,19400000,8060487.0,-0.585
The Pallbearer,8000000,5656388.0,-0.293
The Passion of the Christ,25000000,370782930.0,13.831
The Past is a Grotesque Animal,100000,20056.0,-0.799
The Patriot,110000000,113330342.0,0.03
The Peacemaker,50000000,41263140.0,-0.175
The Peanuts Movie,99000000,130178411.0,0.315
The Pelican Brief,45000000,100768056.0,1.239
The Perez Family,11000000,2794056.0,-0.746
The Perfect Game,12500000,1089445.0,-0.913
The Perfect Guy,18000000,57017904.0,2.168
The Perfect Host,1000000,48764.0,-0.951
The Perfect Man,10000000,16535005.0,0.654
The Perfect Match,5000000,9669521.0,0.934
The Perfect Storm,120000000,182618434.0,0.522
The Perks of Being a Wallflower,13000000,17742948.0,0.365
The Phantom,45000000,17220599.0,-0.617
The Phantom of the Opera,55000000,51225796.0,-0.069
The Pianist,35000000,32519322.0,-0.071
The Piano,7000000,40157856.0,4.737
The Pineapple Express,26000000,87341380.0,2.359
The Pink Panther,80000000,82226474.0,0.028
The Pirate,3700000,2956000.0,-0.201
The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,12981269.0,-0.135
The Pirates! Band of Misfits,55000000,31051126.0,-0.435
The Place Beyond the Pines,15000000,21403519.0,0.427
The Planet of the Apes,5800000,33395426.0,4.758
The Player,8000000,21706101.0,1.713
The Players Club,5000000,23047939.0,3.61
The Pledge,45000000,19719930.0,-0.562
The Polar Express,170000000,194949659.0,0.147
The Possession,14000000,49130588.0,2.509
The Postman,80000000,17650704.0,-0.779
The Postman Always Rings Twice,12000000,12200000.0,0.017
The Powerpuff Girls,25000000,11411644.0,-0.544
The Prestige,40000000,53089891.0,0.327
The Prince & Me,30000000,28165882.0,-0.061
The Prince of Egypt,60000000,101413188.0,0.69
The Prince of Tides,30000000,74787599.0,1.493
The Princess Bride,15000000,30857000.0,1.057
The Princess Diaries,30000000,108244774.0,2.608
The Princess Diaries 2: Royal Engagement,45000000,95149435.0,1.114
The Princess and the Cobbler,24000000,669276.0,-0.972
The Princess and the Frog,105000000,104400899.0,-0.006
The Prisoner of Zenda,12500000,7000000.0,-0.44
The Producers: The Movie Musical,45000000,19398532.0,-0.569
The Proposal,40000000,163958031.0,3.099
The Proposition,20000000,1903434.0,-0.905
The Puffy Chair,15000,194523.0,11.968
The Punisher,33000000,33664370.0,0.02
The Purge,3000000,64473115.0,20.491
The Purge: Anarchy,9000000,71562550.0,6.951
The Purge: Election Year,10000000,79042440.0,6.904
The Pursuit of D.B. Cooper,12000000,2104164.0,-0.825
The Pursuit of Happyness,55000000,162586036.0,1.956
The Queen,15000000,56441711.0,2.763
The Quick and the Dead,32000000,18552460.0,-0.42
The Quiet,900000,381420.0,-0.576
The Quiet American,20000000,12987647.0,-0.351
The R.M.,500000,1111615.0,1.223
The Rage: Carrie 2,21000000,17760244.0,-0.154
The Railway Man,18000000,4438438.0,-0.753
The Rainmaker,40000000,45916769.0,0.148
The Raven,26000000,16008272.0,-0.384
The Reader,32500000,34194407.0,0.052
The Real Cancun,4000000,3816594.0,-0.046
The Reaping,40000000,25126214.0,-0.372
The Red Riding Trilogy: 1974,9000000,148826.0,-0.983
The Reef,10000000,0.0,-1.0
The Relic,60000000,33956608.0,-0.434
The Reluctant Fundamentalist,15000000,528731.0,-0.965
The Remains of the Day,15000000,22954968.0,0.53
The Replacement Killers,30000000,19035741.0,-0.365
The Replacements,50000000,44737059.0,-0.105
The Return,15000000,501752.0,-0.967
The Return of the Living Dead,4000000,14237880.0,2.559
The Return of the Pink Panther,5000000,41833347.0,7.367
The Revenant,135000000,183637894.0,0.36
The Right Stuff,27000000,21500000.0,-0.204
The Ring,48000000,129094024.0,1.689
The Ring Two,50000000,75941727.0,0.519
The Rise and Fall of Miss Thang,10000,401.0,-0.96
The Rite,37000000,33047633.0,-0.107
The River Wild,45000000,46815000.0,0.04
The Road,25000000,8114270.0,-0.675
The Road to El Dorado,95000000,50802661.0,-0.465
The Robe,5000000,36000000.0,6.2
The Rock,75000000,134069511.0,0.788
The Rocker,15000000,6409528.0,-0.573
The Rocky Horror Picture Show,1200000,140510017.0,116.092
The Rookie,22000000,75600072.0,2.436
The Roommate,16000000,37300107.0,1.331
The Rose,8500000,29200000.0,2.435
The Rover,8500000,1109199.0,-0.87
The Royal Tenenbaums,28000000,52353636.0,0.87
The Rugrats Movie,28000000,100494685.0,2.589
The Ruins,25000000,17432844.0,-0.303
The Rules of Attraction,4000000,6525762.0,0.631
The Rum Diary,45000000,13109815.0,-0.709
The Runaways,9500000,3573673.0,-0.624
The Rundown,85000000,47641743.0,-0.44
The Running Man,30000000,38122000.0,0.271
The Saint,90000000,61363304.0,-0.318
The Salon,1500000,139084.0,-0.907
The Salton Sea,18000000,676698.0,-0.962
The Santa Clause,22000000,144833357.0,5.583
The Santa Clause 2,65000000,139225854.0,1.142
The Savages,9000000,6623082.0,-0.264
The Scarlet Letter,50000000,10359006.0,-0.793
The Score,68000000,71069884.0,0.045
The Scorpion King,60000000,90580000.0,0.51
The Second Best Exotic Marigold Hotel,10000000,33078266.0,2.308
The Secret Life of Bees,11000000,37770162.0,2.434
The Secret Life of Pets,75000000,368384330.0,3.912
The Secret Life of Walter Mitty,91000000,58236838.0,-0.36
The Secret of Kells,8000000,690290.0,-0.914
The Secrets of Jonathan Sperry,1000000,1355079.0,0.355
The Sentinel,60000000,36280697.0,-0.395
The Sessions,1000000,6002451.0,5.002
The Shadow,40000000,31835600.0,-0.204
The Shaggy Dog,60000000,61123569.0,0.019
The Shallows,13000000,55121623.0,3.24
The Shawshank Redemption,25000000,28241469.0,0.13
The Shining,19000000,44017374.0,1.317
The Shipping News,35000000,11405825.0,-0.674
The Sidewalks of New York,1000000,2402459.0,1.402
The Siege,70000000,40934175.0,-0.415
The Signal,50000,251150.0,4.023
The Silence of the Lambs,20000000,130726716.0,5.536
The Simpsons Movie,72500000,183135014.0,1.526
The Singing Detective,8000000,336456.0,-0.958
The Singles Ward,500000,1250798.0,1.502
The Sisterhood of Night,1000000,6870.0,-0.993
The Sisterhood of the Traveling Pants,25000000,39053061.0,0.562
The Sisterhood of the Traveling Pants 2,27000000,44089964.0,0.633
The Sitter,25000000,30542576.0,0.222
The Sixth Sense,40000000,293506292.0,6.338
The Skeleton Key,40000000,47907715.0,0.198
The Skeleton Twins,1000000,5284309.0,4.284
The Skulls,15000000,35007180.0,1.334
The Slaughter Rule,500000,13134.0,-0.974
The Sleepwalker,1100000,2636.0,-0.998
The Smurfs,110000000,142614158.0,0.296
The Smurfs 2,110000000,71017784.0,-0.354
The Social Network,40000000,96962694.0,1.424
The Soloist,60000000,31720158.0,-0.471
The Son of No One,15000000,30680.0,-0.998
The Sorcerer's Apprentice,160000000,63150991.0,-0.605
The Sound of Music,8200000,163214286.0,18.904
The Spanish Prisoner,10000000,10162034.0,0.016
The Specialist,45000000,57362581.0,0.275
The Specials,1000000,12996.0,-0.987
The Spectacular Now,2500000,6852971.0,1.741
The Spiderwick Chronicles,92500000,71195053.0,-0.23
The Spirit,60000000,19806188.0,-0.67
The SpongeBob Movie: Sponge Out of Water,74000000,162994032.0,1.203
The Spy Next Door,28000000,24307106.0,-0.132
The Spy Who Loved Me,14000000,46800000.0,2.343
The Square,1900000,406216.0,-0.786
The Squid and the Whale,1500000,7372734.0,3.915
The Statement,27000000,765637.0,-0.972
The Station Agent,500000,5801558.0,10.603
The Stepfather,20000000,29062561.0,0.453
The Stepford Wives,100000000,59475623.0,-0.405
The Stewardesses,200000,13500000.0,66.5
The Sting,5500000,159616327.0,28.021
The Story of Us,50000000,27100030.0,-0.458
The Straight Story,10000000,6197866.0,-0.38
The Strangers,9000000,52597610.0,4.844
The Sum of All Fears,68000000,118471320.0,0.742
The Sweeney,4500000,26345.0,-0.994
The Sweet Hereafter,5000000,4306697.0,-0.139
The Sweetest Thing,43000000,24430272.0,-0.432
The Swindle,10000000,245359.0,-0.975
The Switch,19000000,27758465.0,0.461
The Taking of Pelham 123,110000000,65452312.0,-0.405
The Tale of Despereaux,60000000,50877145.0,-0.152
The Talented Mr. Ripley,40000000,81292135.0,1.032
The Tempest,20000000,277943.0,-0.986
The Ten,5250000,769726.0,-0.853
The Ten Commandments,13500000,80000000.0,4.926
The Terminal,75000000,77073959.0,0.028
The Terminator,6400000,38019031.0,4.94
The Terrorist,25000,195043.0,6.802
The Texas Chainsaw Massacre,9000000,80571655.0,7.952
The Texas Chainsaw Massacre 2,4700000,8025872.0,0.708
The Texas Chainsaw Massacre: The Beginning,16000000,39517763.0,1.47
The Theory of Everything,15000000,35893537.0,1.393
The Thin Red Line,52000000,36400491.0,-0.3
The Thing,38000000,16928670.0,-0.555
The Thirteenth Floor,16000000,11810854.0,-0.262
The Thomas Crown Affair,48000000,69304264.0,0.444
The Three Musketeers,90000000,20377913.0,-0.774
The Three Stooges,30000000,44338224.0,0.478
The Tigger Movie,20000000,45542421.0,1.277
The Time Machine,80000000,56684819.0,-0.291
The Time Traveler's Wife,39000000,63414846.0,0.626
The To Do List,1500000,3491669.0,1.328
The Tooth Fairy,48000000,60022256.0,0.25
The Touch,20000000,0.0,-1.0
The Tourist,100000000,67631157.0,-0.324
The Town,37000000,92186262.0,1.492
The Train,5800000,6800000.0,0.172
The Transporter,21000000,25296447.0,0.205
The Transporter 2,32000000,43095856.0,0.347
The Transporter Refueled,22000000,16029670.0,-0.271
The Tree of Life,35000000,13305665.0,-0.62
The Trials of Darryl Hunt,200000,1217.0,-0.994
The Trouble With Harry,1200000,7000000.0,4.833
The Truman Show,60000000,125618201.0,1.094
The Tuxedo,60000000,50586000.0,-0.157
"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133.0,1.206
"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737.0,1.146
The Twilight Saga: Eclipse,68000000,300531751.0,3.42
The Twilight Saga: New Moon,50000000,296623634.0,4.932
The Ugly Truth,38000000,88915214.0,1.34
The Ultimate Gift,9000000,3438735.0,-0.618
The Unborn,16000000,42670410.0,1.667
The Untouchables,25000000,76270454.0,2.051
The Upside of Anger,12000000,18761993.0,0.563
The Usual Suspects,6000000,23341568.0,2.89
The Valley of Decision,2160000,9132000.0,3.228
The Vatican Tapes,13000000,1784763.0,-0.863
The Velocity of Gary,4000000,34145.0,-0.991
The Verdict,16000000,53977250.0,2.374
The Village,71682975,114197520.0,0.593
The Virgin Suicides,6000000,4859475.0,-0.19
The Virginity Hit,2000000,636706.0,-0.682
The Visit,5000000,65112020.0,12.022
The Visitor,4000000,9427026.0,1.357
The Vow,30000000,125014030.0,3.167
The Wackness,6000000,2077046.0,-0.654
The Walk,35000000,10137502.0,-0.71
The Warlords,40000000,129078.0,-0.997
The Warrior's Way,42000000,5666340.0,-0.865
The Wash,4000000,10097096.0,1.524
The Watch,55000000,34353000.0,-0.375
The Watcher,33000000,28946615.0,-0.123
The Water Diviner,22500000,4200117.0,-0.813
The Waterboy,23000000,161491646.0,6.021
The Watermelon Woman,300000,42735.0,-0.858
The Way Way Back,5000000,21502690.0,3.301
The Way of the Gun,9000000,6047856.0,-0.328
The Weather Man,20000000,12482775.0,-0.376
The Wedding Crashers,40000000,209218368.0,4.23
The Wedding Date,15000000,31726995.0,1.115
The Wedding Planner,28000000,60400856.0,1.157
The Wedding Ringer,23000000,64460211.0,1.803
The Wendell Baker Story,8000000,127188.0,-0.984
The White Countess,16000000,1669971.0,-0.896
